Date;Time;No.;PAR;F1;F2;F3;Fm'1;Fm'2;Fm'3;Y(II)1;Y(II)2;Y(II)3;
27.12.23;14:46:35;1;0;0.1139;0.0982;0.0890;0.2165;0.1838;0.1564;0.474;0.465;0.431;
