Date;Time;No.;PAR;F1;F2;F3;Fm'1;Fm'2;Fm'3;Y(II)1;Y(II)2;Y(II)3;
26.12.23;15:35:42;1;0;0.0899;0.0435;0.0274;0.1828;0.0767;0.0406;0.508;0.433;0.325;
26.12.23;15:40:32;2;0;0.0826;0.0806;0.1100;0.1628;0.1544;0.2111;0.492;0.478;0.479;
