Date;Time;No.;PAR;F1;F2;F3;Fm'1;Fm'2;Fm'3;Y(II)1;Y(II)2;Y(II)3;
27.12.23;14:46:35;1;0;0.0875;0.0225;0.0152;0.1530;0.0293;0.0161;0.428;0.233;0.000;
27.12.23;14:54:32;2;0;0.0821;0.0714;0.0963;0.1515;0.1261;0.1686;0.458;0.434;0.429;
