Date;Time;No.;PAR;F1;F2;F3;Fm'1;Fm'2;Fm'3;Y(II)1;Y(II)2;Y(II)3;
23.01.24;15:36:40;1;0;0.1848;0.2038;0.0929;0.2546;0.2874;0.1246;0.274;0.291;0.255;
23.01.24;15:46:01;2;0;0.1994;0.2385;0.0699;0.3485;0.3636;0.0880;0.428;0.344;0.206;
