Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Fm'17;Fm'18;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;Y(II)17;Y(II)18;
16.01.24;16:12:39;1;0;0.1769;0.2439;0.2307;0.2302;0.2366;0.1799;0.1129;0.1329;0.1237;0.1329;0.1588;0.1496;0.1481;0.1598;0.1813;0.1706;0.1510;0.1955;0.3724;0.5230;0.4819;0.4819;0.4873;0.3705;0.2610;0.3094;0.2849;0.3099;0.3803;0.3612;0.3030;0.3402;0.3998;0.3744;0.3324;0.4169;0.525;0.534;0.521;0.522;0.515;0.515;0.567;0.570;0.566;0.571;0.582;0.586;0.511;0.530;0.546;0.544;0.546;0.531;
