Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;
30.12.23;16:24:34;1;0;0.1173;0.1344;0.1095;0.1305;0.1261;0.1036;0.2747;0.3236;0.2766;0.2649;0.2835;0.2454;0.573;0.585;0.604;0.507;0.555;0.578;
