Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;
30.12.23;16:56:02;1;0;0.0049;0.0054;0.1315;0.0059;0.1373;0.0064;0.0073;0.0088;0.3123;0.0108;0.3680;0.0103;0.000;0.000;0.579;0.000;0.627;0.000;
30.12.23;16:58:39;2;0;0.1300;0.1310;0.1403;0.1334;0.1457;0.1359;0.3201;0.3182;0.3319;0.3182;0.2977;0.3006;0.594;0.588;0.577;0.581;0.511;0.548;
