Date;Time;No.;PAR;F1;F2;F3;Fm'1;Fm'2;Fm'3;Y(II)1;Y(II)2;Y(II)3;
30.12.23;16:34:24;1;0;0.1354;0.1197;0.1061;0.4326;0.4560;0.3055;0.687;0.737;0.653;
