Date;Time;No.;PAR;F1;F2;F3;Fm'1;Fm'2;Fm'3;Y(II)1;Y(II)2;Y(II)3;
30.12.23;15:54:12;1;0;0.1349;0.1212;0.0723;0.3827;0.4531;0.2493;0.648;0.732;0.710;
