Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Fm'17;Fm'18;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;Y(II)17;Y(II)18;
23.01.24;17:14:50;1;0;0.0171;0.0200;0.1813;0.2366;0.0200;0.0699;0.0171;0.0191;0.0489;0.0181;0.1139;0.0186;0.0836;0.1481;0.0171;0.0875;0.1525;0.0176;0.0215;0.0274;0.3685;0.4516;0.0274;0.1696;0.0210;0.0254;0.1007;0.0205;0.2019;0.0239;0.1828;0.3260;0.0210;0.1989;0.3504;0.0210;0.205;0.268;0.508;0.476;0.268;0.588;0.000;0.250;0.515;0.000;0.436;0.224;0.543;0.546;0.000;0.560;0.565;0.000;
23.01.24;17:33:04;2;0;0.2336;0.2346;0.1725;0.2429;0.2634;0.1926;0.1070;0.1432;0.1720;0.1515;0.1676;0.1500;0.1022;0.1486;0.1574;0.1652;0.1457;0.1691;0.4961;0.4902;0.3529;0.5039;0.5567;0.3837;0.2654;0.3627;0.4311;0.3910;0.4286;0.3832;0.2346;0.3416;0.3651;0.3778;0.3314;0.3910;0.529;0.521;0.511;0.518;0.527;0.498;0.597;0.605;0.601;0.613;0.609;0.608;0.565;0.565;0.569;0.563;0.560;0.568;
